1.518225  2.719602E-03  2.915237E-01  2.245508E-02  3.057083E-03  5.750780E-03  1.002006E-03  5.009728E-03  1.064063E-02  7.315878E-03  8.933269E-04  6.124998E-03  6.399077E-03  1.802895E-05
1.518289583  3.401333E-03  3.011581E-01  1.926349E-02  2.694948E-03  7.388816E-03  1.946575E-03  5.332461E-03  9.625779E-03  7.699686E-03  1.057050E-03  4.468990E-03  5.390633E-03  5.581454E-06
1.518354167  4.266861E-03  3.049563E-01  1.660073E-02  2.346594E-03  9.201697E-03  3.344125E-03  5.724795E-03  8.513807E-03  8.005201E-03  1.327103E-03  3.173271E-03  4.489027E-03  4.866375E-05
1.51841875  5.367593E-03  3.027426E-01  1.436426E-02  2.019788E-03  1.112901E-02  5.044042E-03  6.158263E-03  7.357968E-03  8.211299E-03  1.729028E-03  2.347883E-03  3.719663E-03  1.424262E-04
1.518483333  6.786681E-03  2.946805E-01  1.248479E-02  1.717896E-03  1.309065E-02  6.872888E-03  6.612279E-03  6.214804E-03  8.300237E-03  2.291876E-03  2.059557E-03  3.103133E-03  2.786411E-04
1.518547917  8.640281E-03  2.813257E-01  1.091124E-02  1.443008E-03  1.498940E-02  8.652701E-03  7.076954E-03  5.137499E-03  8.258348E-03  3.044836E-03  2.326693E-03  2.641549E-03  4.468932E-04
1.5186125  1.109006E-02  2.634816E-01  9.607073E-03  1.194493E-03  1.671813E-02  1.021961E-02  7.548173E-03  4.170890E-03  8.078115E-03  4.011278E-03  3.119287E-03  2.326896E-03  6.354779E-04
1.518677083  1.434215E-02  2.422071E-01  8.536190E-03  9.708687E-04  1.816634E-02  1.143849E-02  8.028650E-03  3.352348E-03  7.759452E-03  5.203743E-03  4.361422E-03  2.141204E-03  8.294519E-04
1.518741667  1.864658E-02  2.186362E-01  7.670590E-03  7.693837E-04  1.922964E-02  1.222170E-02  8.525038E-03  2.705291E-03  7.312512E-03  6.620771E-03  5.944487E-03  2.056077E-03  1.015711E-03
1.51880625  2.428662E-02  1.939467E-01  6.980568E-03  5.885779E-04  1.981744E-02  1.252803E-02  9.043867E-03  2.243990E-03  6.755234E-03  8.237199E-03  7.731604E-03  2.039171E-03  1.180094E-03
1.518870833  3.156424E-02  1.692083E-01  6.434211E-03  4.273645E-04  1.986857E-02  1.236934E-02  9.590935E-03  1.971975E-03  6.111249E-03  1.000640E-02  9.577298E-03  2.056465E-03  1.310766E-03
1.518935417  4.076160E-02  1.453563E-01  6.000710E-03  2.869268E-04  1.935414E-02  1.179935E-02  1.016613E-02  1.882448E-03  5.410745E-03  1.184976E-02  1.133322E-02  2.075929E-03  1.396761E-03
1.519  5.212300E-02  1.231258E-01  5.649872E-03  1.714136E-04  1.828005E-02  1.090698E-02  1.075995E-02  1.962848E-03  4.686781E-03  1.366352E-02  1.285926E-02  2.069103E-03  1.431469E-03
1.519064583  6.577676E-02  1.030351E-01  5.353427E-03  8.774752E-05  1.669526E-02  9.797875E-03  1.135470E-02  2.194003E-03  3.972868E-03  1.531959E-02  1.404527E-02  2.015074E-03  1.411754E-03
1.519129167  8.171308E-02  8.538482E-02  5.088921E-03  4.655321E-05  1.468411E-02  8.586292E-03  1.192489E-02  2.553489E-03  3.297715E-03  1.667788E-02  1.481216E-02  1.903448E-03  1.336674E-03
1.51919375  9.974761E-02  7.027188E-02  4.838249E-03  6.286149E-05  1.236637E-02  7.376384E-03  1.243576E-02  3.019259E-03  2.686294E-03  1.759958E-02  1.512354E-02  1.733165E-03  1.210495E-03
1.519258333  1.194956E-01  5.761987E-02  4.586455E-03  1.556458E-04  9.887625E-03  6.260019E-03  1.284862E-02  3.567627E-03  2.155109E-03  1.797097E-02  1.498326E-02  1.512795E-03  1.041370E-03
1.519322917  1.403439E-01  4.726354E-02  4.325182E-03  3.474170E-04  7.406665E-03  5.302740E-03  1.312397E-02  4.177499E-03  1.712683E-03  1.771715E-02  1.443259E-02  1.257411E-03  8.395754E-04
1.5193875  1.615065E-01  3.892821E-02  4.048238E-03  6.638536E-04  5.089102E-03  4.547368E-03  1.322721E-02  4.827948E-03  1.360733E-03  1.681952E-02  1.354218E-02  9.852978E-04  6.233202E-04
