1.54556  3.721224E-02  1.232775E-01  3.299549E-05  2.832922E-05  5.209310E-06  4.105144E-06  1.430022E-06  5.162468E-07  5.464434E-07  7.460058E-07  2.720192E-07  1.155470E-07  2.731727E-07  8.889110E-08  9.781240E-08  4.415146E-07  5.466389E-07  5.819626E-07  1.054320E-06  1.267183E-06  1.651637E-06  7.234054E-06  4.906842E-06  1.365578E-05
1.545565  5.019020E-02  9.845445E-02  2.022332E-05  2.863809E-05  4.402932E-06  2.937236E-06  9.971611E-07  3.512815E-07  7.102975E-07  5.681196E-07  2.607649E-07  2.553926E-07  2.623280E-07  5.202006E-08  2.063243E-07  4.940338E-07  2.991554E-07  8.686640E-07  9.476676E-07  9.458801E-07  1.196697E-06  7.000233E-06  1.034492E-05  8.865597E-06
1.54557  6.648692E-02  7.707662E-02  2.455578E-05  2.657699E-05  4.034947E-06  1.870310E-06  6.159568E-07  2.487915E-07  8.635494E-07  3.423182E-07  2.681931E-07  3.911183E-07  2.043913E-07  5.388280E-08  3.189218E-07  5.175083E-07  1.257004E-07  1.124998E-06  7.778478E-07  6.594277E-07  9.037140E-07  5.939480E-06  1.691074E-05  4.368701E-06
1.545575  8.620756E-02  5.921694E-02  3.592476E-05  2.256925E-05  4.142369E-06  9.949040E-07  4.100457E-07  2.158922E-07  9.396859E-07  1.379645E-07  2.897191E-07  4.782286E-07  1.188931E-07  9.386055E-08  3.910222E-07  5.296371E-07  5.624578E-08  1.281801E-06  6.104944E-07  5.018168E-07  9.382397E-07  4.433558E-06  2.354990E-05  2.137843E-06
1.54558  1.091924E-01  4.476571E-02  4.759373E-05  1.733585E-05  4.629119E-06  4.150738E-07  4.536873E-07  2.417547E-07  9.087198E-07  1.823201E-08  3.113077E-07  4.905136E-07  4.108060E-08  1.565149E-07  3.976749E-07  5.365229E-07  9.494275E-08  1.298224E-06  4.999750E-07  5.325946E-07  1.382249E-06  2.942482E-06  2.930191E-05  5.772041E-06
1.545585  1.349881E-01  3.346013E-02  5.604773E-05  1.172241E-05  5.233634E-06  1.673489E-07  7.555861E-07  2.900287E-07  7.639974E-07  2.202723E-08  3.116407E-07  4.225346E-07  2.165343E-09  2.145073E-07  3.380123E-07  5.582000E-07  2.141029E-07  1.196887E-06  4.847770E-07  7.448228E-07  2.269393E-06  1.890076E-06  3.328703E-05  2.035200E-05
1.54559  1.628410E-01  2.491139E-02  6.007848E-05  6.689490E-06  5.654751E-06  2.663044E-07  1.233779E-06  3.285780E-07  5.420345E-07  1.534859E-07  2.769321E-07  2.984220E-07  1.881493E-08  2.443148E-07  2.280800E-07  6.009408E-07  3.650124E-07  1.003552E-06  5.875270E-07  1.063629E-06  3.488655E-06  1.614132E-06  3.467654E-05  5.156218E-05
1.545595  1.917845E-01  1.863853E-02  6.015954E-05  2.929306E-06  5.660186E-06  6.509792E-07  1.755324E-06  3.348527E-07  3.095261E-07  3.744989E-07  2.086295E-07  1.600362E-07  8.683972E-08  2.304218E-07  1.078563E-07  6.515942E-07  4.982111E-07  8.009083E-07  7.745883E-07  1.393140E-06  4.854131E-06  2.264194E-06  3.273394E-05  1.041014E-04
1.5456  2.206132E-01  1.412796E-02  5.732067E-05  7.976732E-07  5.140394E-06  1.216228E-06  2.171517E-06  3.222605E-07  1.236557E-07  6.160339E-07  1.210828E-07  5.048046E-08  1.829903E-07  1.779699E-07  2.237317E-08  6.956409E-07  5.694396E-07  6.709678E-07  9.855125E-07  1.621188E-06  6.155718E-06  3.821030E-06  2.737841E-05  1.801428E-04
1.545605  2.479778E-01  1.090201E-02  5.264370E-05  3.146802E-07  4.117353E-06  1.811105E-06  2.331471E-06  3.068581E-07  2.581903E-08  8.180156E-07  4.379189E-08  3.378954E-09  2.745094E-07  1.024130E-07  4.539830E-09  6.995106E-07  5.713945E-07  6.683572E-07  1.133289E-06  1.703363E-06  7.130123E-06  6.056947E-06  1.946836E-05  2.792179E-04
