1.628496406543568309e+00,7.986335243282053575e+00,2.923674795552851369e-01,1.174372272737220562e-05
1.765187344800396296e+00,7.986291680845637231e+00,2.927419625086867261e-01,1.277631224458727666e-05
1.906332452205917960e+00,7.986244986920816302e+00,2.931613403871135559e-01,1.385413300030114256e-05
2.050199192587446095e+00,7.986195685434381630e+00,2.936266000049337355e-01,1.496610399243646827e-05
2.195659400538357175e+00,7.986144295920166059e+00,2.941388128858651863e-01,1.610539310095424610e-05
2.341935684074434310e+00,7.986091360321446508e+00,2.946990913066734885e-01,1.726761531104086745e-05
2.488466432914175908e+00,7.986037438653048603e+00,2.953085726491745389e-01,1.844987238883506305e-05
2.634829672050099880e+00,7.985983102349758056e+00,2.959684041613068750e-01,1.965020931104322571e-05
2.780697809437592483e+00,7.985928926517486204e+00,2.966797270077857762e-01,2.086728665695241567e-05
2.925809542274234065e+00,7.985875481270524823e+00,2.974436597392723369e-01,2.210017669724677821e-05
3.069951759290791671e+00,7.985823322385395606e+00,2.982612814743862972e-01,2.334823172183590008e-05
3.212947506043874135e+00,7.985772981596766407e+00,2.991336151733824389e-01,2.461099450137761469e-05
3.354647756201327713e+00,7.985724956911640859e+00,3.000616114070541185e-01,2.588813860247879512e-05
3.494925643413795857e+00,7.985679703339733315e+00,3.010461330440603600e-01,2.717942948170550124e-05
3.633672324844631429e+00,7.985637624421658032e+00,3.020879412742765724e-01,2.848469227266853189e-05
3.770793950643719139e+00,7.985599064874645769e+00,3.031876833007760008e-01,2.980379551737822450e-05
3.906209397387700122e+00,7.985564304644841016e+00,3.043458820329942860e-01,3.113663493431038427e-05
4.039848537984061849e+00,7.985533554571125237e+00,3.055629279970774603e-01,3.248312661989333601e-05
4.171650893709215602e+00,7.985506953810949327e+00,3.068390736415761433e-01,3.384319948467018438e-05
4.301564561876260129e+00,7.985484569089144280e+00,3.081744301060038160e-01,3.521679336175061311e-05
4.429545344565105403e+00,7.985466395758578528e+00,3.095689664568081478e-01,3.660385728609792693e-05
4.555556025564025724e+00,7.985452360576751119e+00,3.110225113001054975e-01,3.800435171697737826e-05
4.679565757707623952e+00,7.985442326035611771e+00,3.125347566187253179e-01,3.941824985384460546e-05
4.801549533350215171e+00,7.985436096017984653e+00,3.141052636066133386e-01,4.084554158014711537e-05
4.921487718229705877e+00,7.985433422513099622e+00,3.157334702308159935e-01,4.228623898764170304e-05
5.039365634378984993e+00,7.985434013097853168e+00,3.174187002168308847e-01,4.374038230262820544e-05
5.155173181653030845e+00,7.985437538881944519e+00,3.191601731327654567e-01,4.520804712665741943e-05
5.268904490289109788e+00,7.985443642625493332e+00,3.209570152483176009e-01,4.668935038709120117e-05
5.380557598984466949e+00,7.985451946758451491e+00,3.228082708476166518e-01,4.818446151976569396e-05
5.490134154496314700e+00,7.985462061070704998e+00,3.247129137112658714e-01,4.969360936247226533e-05
5.597639129845854988e+00,7.985473589878298917e+00,3.266698584983791509e-01,5.121709334696432142e-05
5.703080559017692508e+00,7.985486138519597432e+00,3.286779718085386937e-01,5.275529163181978665e-05
5.806469286556271037e+00,7.985499319083772640e+00,3.307360827372300416e-01,5.430867043014765255e-05
5.907818730932567597e+00,7.985512755307993871e+00,3.328429927780976461e-01,5.587779314140139296e-05
6.007144660742244291e+00,7.985526086629814557e+00,3.349974849671317201e-01,5.746333392356672387e-05
6.104464983058274008e+00,7.985538971409408937e+00,3.371983322084381451e-01,5.906607837079494070e-05
6.199799543330319018e+00,7.985551089358229326e+00,3.394443047300244043e-01,6.068693815980751125e-05
6.293169936358175676e+00,7.985562143239289590e+00,3.417341766764479538e-01,6.232695219191948185e-05
6.384599327882543029e+00,7.985571859909509129e+00,3.440667318415185361e-01,6.398729461481290166e-05
6.474112286403354233e+00,7.985579990787742943e+00,3.464407685807699422e-01,6.566927554601497124e-05
6.561734624838873486e+00,7.985586311831474049e+00,3.488551039447085889e-01,6.737434502779361700e-05
6.647493251674619685e+00,7.985590623106915587e+00,3.513085770933848107e-01,6.910408879025582241e-05
6.731416031240320841e+00,7.985592748030547305e+00,3.538000520484100853e-01,7.086022870828116412e-05
6.813531652788178405e+00,7.985592532357298268e+00,3.563284198535774938e-01,7.264461081451567060e-05
6.893869508015754377e+00,7.985589842979374353e+00,3.588926002009050764e-01,7.445920286521341073e-05
6.972459576722598307e+00,7.985584566595980149e+00,3.614915425942574756e-01,7.630607843678169832e-05
7.049332320257361673e+00,7.985576608302296542e+00,3.641242271055260549e-01,7.818740415274110151e-05
7.124518582438560621e+00,7.985565890140307488e+00,3.667896647835737767e-01,8.010542174143382872e-05
7.198049497626107573e+00,7.985552349645591796e+00,3.694868977680539901e-01,8.206242701883239123e-05
7.269956405621939233e+00,7.985535938417201329e+00,3.722149991550774972e-01,8.406075042129393013e-05
7.340270773093360290e+00,7.985516620732493465e+00,3.749730726605620679e-01,8.610273045241700082e-05
7.409024121210634029e+00,7.985494372221767279e+00,3.777602521176677275e-01,8.819068553771159356e-05
7.476247959174127544e+00,7.985469178615637098e+00,3.805757008432532618e-01,9.032688591982133757e-05
7.541973723361355297e+00,7.985441034569532803e+00,3.834186109004230625e-01,9.251352654222242094e-05
7.606232721770937566e+00,7.985409942572854192e+00,3.862882022863389775e-01,9.475269595090819372e-05
7.669056083497544307e+00,7.985375911942244720e+00,3.891837220649004836e-01,9.704634193388260823e-05
7.730474712934161552e+00,7.985338957899002388e+00,3.921044434610264640e-01,9.939624592234747665e-05
7.790519248444507383e+00,7.985299100729112531e+00,3.950496649350148104e-01,1.018039909128051258e-04
7.849220025230953190e+00,7.985256365022503466e+00,3.980187092480199085e-01,1.042709305417798102e-04
7.906607042130431751e+00,7.985210778987386071e+00,4.010109225275757527e-01,1.067981680003944693e-04
7.962709932108833044e+00,7.985162373835937188e+00,4.040256733455840354e-01,1.093865232839731318e-04
8.017557936176828548e+00,7.985111183235478194e+00,4.070623518088886117e-01,1.120365252762029417e-04
8.071179880552225683e+00,7.985057242821927304e+00,4.101203686778940871e-01,1.147483696001344128e-04
8.123604156761059514e+00,7.985000589768247892e+00,4.131991545023998014e-01,1.175219291384908523e-04
8.174858704556957179e+00,7.984941262405640394e+00,4.162981587935177252e-01,1.203567219444904066e-04
8.224970997383403315e+00,7.984879299890882187e+00,4.194168492214462862e-01,1.232519098803522175e-04
8.273968030215391067e+00,7.984814741916254732e+00,4.225547108456766954e-01,1.262062965147852094e-04
8.321876309595685584e+00,7.984747628457838253e+00,4.257112453780519945e-01,1.292183247806096957e-04
8.368721845675784365e+00,7.984677999559754547e+00,4.288859704797949313e-01,1.322860763632782092e-04
8.414530146174339365e+00,7.984605895140527210e+00,4.320784190826912341e-01,1.354072801012600434e-04
8.459326211869118595e+00,7.984531354845938012e+00,4.352881387577108296e-01,1.385793238926165600e-04
8.503134533807628515e+00,7.984454417904230716e+00,4.385146910950323274e-01,1.417992843927985518e-04
8.545979091855816279e+00,7.984375123017620979e+00,4.417576511317815591e-01,1.450639130677013522e-04
8.587883354533593305e+00,7.984293508265762007e+00,4.450166067949877791e-01,1.483696727132451912e-04
8.628870279971643242e+00,7.984209611030354203e+00,4.482911583788867227e-01,1.517127805214943338e-04
8.668962318014440172e+00,7.984123467932698226e+00,4.515809180531882849e-01,1.550891763727760763e-04
8.708181413117799252e+00,7.984035114782820131e+00,4.548855093803321203e-01,1.584946370468317265e-04
8.746549008218073240e+00,7.983944586542509825e+00,4.582045668743467970e-01,1.619247568397595412e-04
8.784086049377991756e+00,7.983851917297634770e+00,4.615377355821331795e-01,1.653749117713598619e-04
8.820812990917339391e+00,7.983757140237002226e+00,4.648846706670927142e-01,1.688404062460975965e-04
8.856749801292203017e+00,7.983660287640637954e+00,4.682450370306412424e-01,1.723164624968090745e-04
8.891915969433966893e+00,7.983561390873692432e+00,4.716185089465103064e-01,1.757982682788926854e-04
8.926330511721465300e+00,7.983460480387686964e+00,4.750047697311980954e-01,1.792808437768125850e-04
8.960011978784349296e+00,7.983357585720529670e+00,4.784035113751191615e-01,1.827594695187849112e-04
