1518.22500 -58.52570 -58.03640 -54.67190 -54.25234 -54.41543 -54.11261 -57.26113 -57.05704 -48.62174 -48.50695 -27.54293 -27.50579 -1.67495 -1.71312 -27.54293 -27.65741 -48.62174 -48.82917 -57.26110 -57.57875 -54.41543 -54.83527 -54.67177 -55.16005 -58.52578 -58.52578
1518.28958 -58.52570 -58.03640 -54.67190 -54.25234 -54.41543 -54.11261 -57.26113 -57.05704 -48.62174 -48.50695 -27.54293 -27.50579 -1.67495 -1.71312 -27.54293 -27.65741 -48.62174 -48.82917 -57.26110 -57.57875 -54.41543 -54.83527 -54.67177 -55.16005 -58.52578 -58.52578
1518.35417 -58.52570 -58.03640 -54.67190 -54.25234 -54.41543 -54.11261 -57.26113 -57.05704 -48.62174 -48.50695 -27.54293 -27.50579 -1.67495 -1.71312 -27.54293 -27.65741 -48.62174 -48.82917 -57.26110 -57.57875 -54.41543 -54.83527 -54.67177 -55.16005 -58.52578 -58.52578
1518.41875 -58.52570 -58.03640 -54.67190 -54.25234 -54.41543 -54.11261 -57.26113 -57.05704 -48.62174 -48.50695 -27.54293 -27.50579 -1.67495 -1.71312 -27.54293 -27.65741 -48.62174 -48.82917 -57.26110 -57.57875 -54.41543 -54.83527 -54.67177 -55.16005 -58.52578 -58.52578
1518.48333 -58.52570 -58.03640 -54.67190 -54.25234 -54.41543 -54.11261 -57.26113 -57.05704 -48.62174 -48.50695 -27.54293 -27.50579 -1.67495 -1.71312 -27.54293 -27.65741 -48.62174 -48.82917 -57.26110 -57.57875 -54.41543 -54.83527 -54.67177 -55.16005 -58.52578 -58.52578
1518.54792 -58.52570 -58.03640 -54.67190 -54.25234 -54.41543 -54.11261 -57.26113 -57.05704 -48.62174 -48.50695 -27.54293 -27.50579 -1.67495 -1.71312 -27.54293 -27.65741 -48.62174 -48.82917 -57.26110 -57.57875 -54.41543 -54.83527 -54.67177 -55.16005 -58.52578 -58.52578
1518.61250 -58.52570 -58.03640 -54.67190 -54.25234 -54.41543 -54.11261 -57.26113 -57.05704 -48.62174 -48.50695 -27.54293 -27.50579 -1.67495 -1.71312 -27.54293 -27.65741 -48.62174 -48.82917 -57.26110 -57.57875 -54.41543 -54.83527 -54.67177 -55.16005 -58.52578 -58.52578
1518.67708 -58.52570 -58.03640 -54.67190 -54.25234 -54.41543 -54.11261 -57.26113 -57.05704 -48.62174 -48.50695 -27.54293 -27.50579 -1.67495 -1.71312 -27.54293 -27.65741 -48.62174 -48.82917 -57.26110 -57.57875 -54.41543 -54.83527 -54.67177 -55.16005 -58.52578 -58.52578
1518.74167 -58.52570 -58.03640 -54.67190 -54.25234 -54.41543 -54.11261 -57.26113 -57.05704 -48.62174 -48.50695 -27.54293 -27.50579 -1.67495 -1.71312 -27.54293 -27.65741 -48.62174 -48.82917 -57.26110 -57.57875 -54.41543 -54.83527 -54.67177 -55.16005 -58.52578 -58.52578
1518.80625 -58.52570 -58.03640 -54.67190 -54.25234 -54.41543 -54.11261 -57.26113 -57.05704 -48.62174 -48.50695 -27.54293 -27.50579 -1.67495 -1.71312 -27.54293 -27.65741 -48.62174 -48.82917 -57.26110 -57.57875 -54.41543 -54.83527 -54.67177 -55.16005 -58.52578 -58.52578
1518.87083 -58.52570 -58.03640 -54.67190 -54.25234 -54.41543 -54.11261 -57.26113 -57.05704 -48.62174 -48.50695 -27.54293 -27.50579 -1.67495 -1.71312 -27.54293 -27.65741 -48.62174 -48.82917 -57.26110 -57.57875 -54.41543 -54.83527 -54.67177 -55.16005 -58.52578 -58.52578
1518.93542 -58.52570 -58.03640 -54.67190 -54.25234 -54.41543 -54.11261 -57.26113 -57.05704 -48.62174 -48.50695 -27.54293 -27.50579 -1.67495 -1.71312 -27.54293 -27.65741 -48.62174 -48.82917 -57.26110 -57.57875 -54.41543 -54.83527 -54.67177 -55.16005 -58.52578 -58.52578
1519.00000 -58.52570 -58.03640 -54.67190 -54.25234 -54.41543 -54.11261 -57.26113 -57.05704 -48.62174 -48.50695 -27.54293 -27.50579 -1.67495 -1.71312 -27.54293 -27.65741 -48.62174 -48.82917 -57.26110 -57.57875 -54.41543 -54.83527 -54.67177 -55.16005 -58.52578 -58.52578
1519.06458 -58.52570 -58.03640 -54.67190 -54.25234 -54.41543 -54.11261 -57.26113 -57.05704 -48.62174 -48.50695 -27.54293 -27.50579 -1.67495 -1.71312 -27.54293 -27.65741 -48.62174 -48.82917 -57.26110 -57.57875 -54.41543 -54.83527 -54.67177 -55.16005 -58.52578 -58.52578
1519.12917 -58.52570 -58.03640 -54.67190 -54.25234 -54.41543 -54.11261 -57.26113 -57.05704 -48.62174 -48.50695 -27.54293 -27.50579 -1.67495 -1.71312 -27.54293 -27.65741 -48.62174 -48.82917 -57.26110 -57.57875 -54.41543 -54.83527 -54.67177 -55.16005 -58.52578 -58.52578
1519.19375 -58.52570 -58.03640 -54.67190 -54.25234 -54.41543 -54.11261 -57.26113 -57.05704 -48.62174 -48.50695 -27.54293 -27.50579 -1.67495 -1.71312 -27.54293 -27.65741 -48.62174 -48.82917 -57.26110 -57.57875 -54.41543 -54.83527 -54.67177 -55.16005 -58.52578 -58.52578
1519.25833 -58.52570 -58.03640 -54.67190 -54.25234 -54.41543 -54.11261 -57.26113 -57.05704 -48.62174 -48.50695 -27.54293 -27.50579 -1.67495 -1.71312 -27.54293 -27.65741 -48.62174 -48.82917 -57.26110 -57.57875 -54.41543 -54.83527 -54.67177 -55.16005 -58.52578 -58.52578
1519.32292 -58.52570 -9.65607 -54.67190 -41.70289 -54.41543 -59.52586 -57.26113 -48.94565 -48.62174 -53.08266 -27.54293 -54.81360 -1.67495 -52.14552 -27.54293 -53.51501 -48.62174 -55.52756 -57.26110 -52.88875 -54.41543 -58.40053 -54.67177 -47.56847 -58.52578 -19.12632
